"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"100287102",2.72551947019716,-0.127709595970738,1.05896457800932,-0.120598553174282,0.904009014878901,0.949597090666511
"653635",660.489229515755,0.635086670456191,0.0749309125677751,8.47562973267882,2.33811296578168e-17,2.92270604674362e-16
"102466751",14.032680194484,0.214501491930242,0.480863229739811,0.446075887412531,0.655542429793064,0.789200111248122
"100996442",34.42151747239,0.427498539097946,0.306015083065923,1.39698519045172,0.162418024603183,0.296328067399502
"729737",63.7732254269929,0.0158096885391663,0.217859220022887,0.0725683702415965,0.942149597225399,0.967413998809545
"102725121",7.46049475087013,-0.643923738805147,0.664016691940917,-0.969740289092675,0.332175962712521,0.506123705220037
"102723897",796.040655757139,0.581637941748585,0.0670700243805347,8.67209975127711,4.24223766556547e-18,5.55662371743539e-17
"102465909",7.11477009734941,0.195554541708003,0.65624443359767,0.29799040067423,0.765710490145565,0.865258612529493
"107985721",2.01906679519247,-0.501422522161299,1.37091230275059,-0.365758277283855,0.714545455644665,0.831797194324646
"112268260",15.8886984424885,-0.0359858866037662,0.440148819354278,-0.081758453099021,0.93483879504191,0.964186196350658
"100132287",174.628638438638,0.175744852970704,0.135901255662184,1.29318049428153,0.195948640297463,0.341646936194538
"105378947",4.12624201629404,0.0194013279046852,0.857318216016582,0.0226302527372286,0.981945211808498,0.989054396842149
"113219467",315.704033969573,-0.629086068287633,0.120407638114525,-5.22463589634805,1.74498132298492e-07,1.04015839876842e-06
"81399",3.6764673707407,0.392943133893701,0.934251747975155,0.420596626921324,0.674049657238612,0.803905778220225
"100133331",169.454379731963,0.216636176780886,0.136053135396594,1.5922909541878,0.111319344524783,0.219324096853335
"107984841",40.6990753610007,0.350776223378728,0.280531131842618,1.25040034264546,0.21115333948787,0.362340030864749
"107984847",75.9598226215616,0.249410718343747,0.205219426855892,1.21533678445992,0.224237667717041,0.378566932959301
"107984849",14.3871359025742,0.298093600360916,0.472673718159837,0.630654062005864,0.528266741913806,0.691811495017627
"100288069",88.4597248516774,0.113528906383249,0.190741292826597,0.59519836895757,0.551710880429723,0.711679248118424
"105378580",18.9412814131841,0.153195089932524,0.400716090542523,0.382303315360048,0.702236395827689,0.823593895465705
"400728",14.1238952346025,0.219308546879844,0.466216236461098,0.470400920706982,0.63806860649836,0.77687808617903
"79854",30.9292905552862,0.1921699659072,0.330852435920573,0.580832857925018,0.561353107517135,0.718600283025325
"643837",687.93650207942,-0.112271827195646,0.0721138664922083,-1.55686877790385,0.119501643616151,0.232423890560996
"284600",65.0643391964607,-0.799171904582555,0.226199762297116,-3.53303600528472,0.000410816518105084,0.00152662533966239
"100130417",11.7367956146817,-2.36381756399249,0.601895726163397,-3.92728750386704,8.59092648190047e-05,0.000357170819127602
"107985728",3.41314315810726,-0.514047783390788,1.00795435852526,-0.509991131089399,0.610057675223802,0.757255046769513
"148398",1389.83777750678,-0.134302725177447,0.0505617236230347,-2.65621334784288,0.00790236022186033,0.0223467245521064
"26155",20695.15854292,-0.156063828812266,0.0264488914340462,-5.90058109624107,3.62223521056133e-09,2.53928264931979e-08
"339451",837.668041796293,0.106545215465566,0.0776410241133954,1.37227988273256,0.169976325752409,0.306940664194198
"84069",164.718283709911,0.349022842405513,0.140744174914766,2.47983863358381,0.0131441852681759,0.0350916426882432
"84808",32.2664168726879,0.273557544833715,0.311735771615854,0.877530170553589,0.380198738883442,0.555017758724983
"57801",55.6919777623942,-2.08682638394912,0.268675937799949,-7.76707583506392,8.03187602954686e-15,8.66965622384709e-14
"9636",244.37234710669,0.511704660187584,0.114696403359523,4.46138366330122,8.14321499364503e-06,3.94776897239776e-05
"375790",14275.8880952962,0.156360095518472,0.0283584395352802,5.51370590486644,3.51355536389272e-08,2.24584545636455e-07
"100288175",66.3415122589876,0.476906281409576,0.22056441917965,2.16220858823623,0.0306021018667933,0.0738764108690861
"112267874",22.1185377202071,0.139247621242092,0.38182520518975,0.364689442575936,0.715343240254201,0.832381947898662
"105378948",48.2289211703074,0.358059235655182,0.258861539988737,1.38320754667055,0.166601236414258,0.30218727672797
"54991",683.731031623581,0.117705190727694,0.0706286269749069,1.66653658394794,0.0956065878645965,0.193427403706667
"8784",4.56524087811069,-0.148813402877778,0.823622359340216,-0.180681596596029,0.856617504817606,0.920889354809407
"7293",3.55349541465266,-0.86398429772002,0.960803107792478,-0.899231372913741,0.368529432826382,0.542712249263385
"51150",7975.32189235112,-0.101507582028212,0.0295345470745128,-3.43691006237943,0.000588390945208945,0.00213201850854006
"126792",2401.55044453492,0.0469998320084861,0.0458007063431291,1.02618137930829,0.304806096745684,0.475051504629985
"388581",42.6984280603902,0.176139991247336,0.290935444934155,0.605426373150238,0.54489573192846,0.706324265612448
"118424",4420.59032564391,-0.00164159103819297,0.0336091402134243,-0.0488435892072384,0.961043944445179,0.977361828137585
"101928895",19.8727498269734,0.360921683543887,0.394732167338578,0.914345760005694,0.36053519283585,0.535045906112753
"6339",29.7562181098478,-0.222775623403827,0.322326601300788,-0.691148737041215,0.489472075145933,0.657695121981037
"116983",2132.60110854412,0.116376387872594,0.0490860329967791,2.37086561629924,0.0177464821608079,0.0457778209742006
"109623456",6.26653289121152,0.154583448229391,0.700015391169778,0.220828642026099,0.825225860958755,0.90154825275271
"126789",910.578911049317,0.11327469136787,0.0627947855368253,1.80388690556864,0.0712490381520437,0.15149158696894
"54973",4974.91136041536,0.0699586643553298,0.0340993375768249,2.05161358919993,0.0402072304727645,0.093373576547673
